ID,OPEID,Institution Name,City,State,Foreign Gift Received Date,Foreign Gift Amount,Gift Type,Country of Giftor,Giftor Name
3516,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42500,299940,Contract,CHINA,Beijing Guanghui Jintong Education
3517,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42521,25684,Contract,CHINA,Beijing Guanghui Jintong Education
3518,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42543,4727,Contract,SAUDI ARABIA,Royal Embassy of Saudi  Arabia
3519,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42627,33581,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3520,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42628,14182,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3521,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42635,210000,Contract,CHINA,Beijing Guanghui Jintong Education
3522,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42640,7000,Contract,CHINA,Beijing Guanghui Jintong Education
3523,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42669,5297,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3524,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42682,166859,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3525,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42703,1229,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3526,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42705,2561,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3527,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42709,3068,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3528,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42711,5326,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3529,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42724,5822,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3530,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42741,5732,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3531,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42795,131259,Contract,ENGLAND,Anglo Educational Services
3532,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42795,3068,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3533,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42800,170733,Contract,ENGLAND,Anglo Educational Services
3534,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42807,196000,Contract,CHINA,Beijing Guanghui Jintong Education
3535,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42811,179341,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3536,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42815,2564,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3537,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42892,3056,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3538,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42913,2064,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3539,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42914,154241,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3540,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42941,6556,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3541,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42942,6728,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3542,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42975,37079,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3543,00114400,"California State Polytechnic University, Pomona",Pomona,CA,42983,4744,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3544,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43003,137665,Contract,CHINA,Beijing Guanghui Jinton Education
3545,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43004,49985,Contract,CHINA,Beijiing Guanghui Jintong Education
3546,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43007,49985,Contract,CHINA,Beijing Guanghui Jintong Education
3547,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43013,5314,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3548,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43055,97949,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3549,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43056,46657,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3550,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43059,8111,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3551,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43084,6142,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3552,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43103,6157,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3553,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43111,2184,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3554,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43132,112636,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3555,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43136,15171,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3556,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43137,4744,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3557,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43147,7195,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3558,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43159,2435,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3559,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43166,192500,Contract,CHINA,Beijing Guanghui Jintong Educatino
3560,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43182,2685,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3561,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43222,58503,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3562,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43227,42393,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3563,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43235,6657,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3564,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43241,7722,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3565,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43243,528,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3566,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43245,2171,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3567,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43257,6607,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3568,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43259,11994,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3569,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43287,1273,Monetary Gift,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3570,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43301,7329,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3571,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43308,9894,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3572,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43326,1991,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3573,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43336,2142,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3574,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43363,260000,Contract,CHINA,Beijing Guanghui Jintong Education
3575,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43377,37741,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3576,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43385,32846,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3577,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43388,44511,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3578,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43411,9220,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3579,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43479,353320,Contract,ENGLAND,Foundation for International Educat
3580,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43480,12504,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3581,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43535,28192,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3582,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43536,73139,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3583,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43538,49982,Contract,CHINA,Beijing Guanghui Jintong Education
3584,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43539,40000,Contract,CHINA,Beijing Guanghui Jintong Education
3585,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43542,39970,Contract,CHINA,Beijing Guanghui Jintong Education
3586,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43544,109946,Contract,CHINA,Beijing Guanghui Jintong Education
3587,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43550,109820,Contract,CHINA,Beijing Guanghui Jintong Education
3588,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43596,99985,Contract,CHINA,Beijing Guanghui Jintong Education
3589,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43616,24469,Contract,CHINA,Beijing Guanghui Jintong Education
3590,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43676,22893,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3591,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43748,67074,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3592,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43752,45849,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3593,00114400,"California State Polytechnic University, Pomona",Pomona,CA,43816,150,Contract,SAUDI ARABIA,Royal Embassy of Saudi Arabia
3594,00114600,"California State University, Chico",Chico,CA,43557,14082,Contract,UNITED ARAB EMIRATES,Embassy of the United Arab Emirates
3595,00114600,"California State University, Chico",Chico,CA,43636,706000,Contract,KUWAIT,Embassy of The State of Kuwait
3596,00114600,"California State University, Chico",Chico,CA,43734,544197,Contract,UNITED ARAB EMIRATES,Embassy of the United Arab Emirates
3597,00114600,"California State University, Chico",Chico,CA,43734,541675,Contract,KUWAIT,Con Gen of the State of Kuwait
3598,00114600,"California State University, Chico",Chico,CA,43752,34444,Contract,KUWAIT,Con Gen of the State of Kuwait
3599,00114700,"California State University, Fresno",Fresno,CA,43646,3501239,Contract,SAUDI ARABIA,Cultural Mission/Royal Embassy
3600,00114700,"California State University, Fresno",Fresno,CA,43646,268000,Contract,OMAN,Embassy of Sultanate Oman
3601,00114700,"California State University, Fresno",Fresno,CA,43830,4638251,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
3602,00114700,"California State University, Fresno",Fresno,CA,43830,447282,Contract,OMAN,Embassy of Sultanate Oman
3603,00115000,California State University - Sacramento,Sacramento,CA,43466,453816,Contract,USA,Saudi Arabian Cultural Mission
3604,00115000,California State University - Sacramento,Sacramento,CA,43830,461916,Contract,SAUDI ARABIA,Saudia Arabian Cultural Mission
3605,00115100,San Diego State University,San Diego,CA,41687,304668,Contract,MICRONESIA,College of Micronesia - FSM
3606,00115100,San Diego State University,San Diego,CA,41687,509949,Contract,MICRONESIA,College of Micronesia - FSM
3607,00115100,San Diego State University,San Diego,CA,41848,8983892,Contract,GEORGIA,Millennium Challenge Account
3608,00115100,San Diego State University,San Diego,CA,41869,399823,Monetary Gift,CHINA,Hanban
3609,00115100,San Diego State University,San Diego,CA,41976,450000,Monetary Gift,CHINA,Hanban
3610,00115100,San Diego State University,San Diego,CA,42306,136291,Monetary Gift,CHINA,Hanban
3611,00115100,San Diego State University,San Diego,CA,42352,1620,Monetary Gift,CHINA,Hanban
3612,00115100,San Diego State University,San Diego,CA,42355,5737885,Contract,GEORGIA,Millennium Challenge Account
3613,00115100,San Diego State University,San Diego,CA,42367,290000,Monetary Gift,CHINA,Hanban
3614,00115100,San Diego State University,San Diego,CA,42400,52909,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3615,00115100,San Diego State University,San Diego,CA,42447,272091,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3616,00115100,San Diego State University,San Diego,CA,42503,78740,Contract,GEORGIA,Government of Georgia
3617,00115100,San Diego State University,San Diego,CA,42507,272326,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3618,00115100,San Diego State University,San Diego,CA,42529,52674,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3619,00115100,San Diego State University,San Diego,CA,42564,398440,Contract,FRANCE,Leducq Foundation
3620,00115100,San Diego State University,San Diego,CA,42689,4646140,Contract,GEORGIA,Millennium Challenge Account
3621,00115100,San Diego State University,San Diego,CA,42702,310083,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3622,00115100,San Diego State University,San Diego,CA,42705,638902,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3623,00115100,San Diego State University,San Diego,CA,42716,82611,Contract,GEORGIA,Government of Georgia
3624,00115100,San Diego State University,San Diego,CA,42735,343489,Contract,GEORGIA,Government of Georgia
3625,00115100,San Diego State University,San Diego,CA,42825,372824,Contract,GEORGIA,Government of Georgia
3626,00115100,San Diego State University,San Diego,CA,42835,626281,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3627,00115100,San Diego State University,San Diego,CA,42865,85745,Contract,GEORGIA,Government of Georgia
3628,00115100,San Diego State University,San Diego,CA,42954,4962894,Contract,GEORGIA,Millennium Challenge Account
3629,00115100,San Diego State University,San Diego,CA,43082,598349,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3630,00115100,San Diego State University,San Diego,CA,43108,1657500,Contract,GEORGIA,CARTU Foundation
3631,00115100,San Diego State University,San Diego,CA,43116,491626,Contract,GEORGIA,Government of Georgia
3632,00115100,San Diego State University,San Diego,CA,43131,146713,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3633,00115100,San Diego State University,San Diego,CA,43154,347015,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3634,00115100,San Diego State University,San Diego,CA,43157,150486,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3635,00115100,San Diego State University,San Diego,CA,43181,446607,Monetary Gift,CHINA,Hanban
3636,00115100,San Diego State University,San Diego,CA,43190,694524,Contract,GEORGIA,Government of Georgia
3637,00115100,San Diego State University,San Diego,CA,43194,2000000,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3638,00115100,San Diego State University,San Diego,CA,43197,1282000,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3639,00115100,San Diego State University,San Diego,CA,43220,159211,Contract,GEORGIA,Government of Georgia
3640,00115100,San Diego State University,San Diego,CA,43221,971532,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3641,00115100,San Diego State University,San Diego,CA,43231,53119,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3642,00115100,San Diego State University,San Diego,CA,43231,70122,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3643,00115100,San Diego State University,San Diego,CA,43231,147789,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3644,00115100,San Diego State University,San Diego,CA,43272,5176749,Contract,GEORGIA,Millennium Challenge Account
3645,00115100,San Diego State University,San Diego,CA,43388,257644,Monetary Gift,CHINA,Hanban
3646,00115100,San Diego State University,San Diego,CA,43432,1551249,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3647,00115100,San Diego State University,San Diego,CA,43434,216532,Contract,GEORGIA,Government of Georgia
3648,00115100,San Diego State University,San Diego,CA,43445,873876,Contract,GEORGIA,Millennium Challenge Account (GRDF)
3649,00115100,San Diego State University,San Diego,CA,43453,100000,Monetary Gift,CHINA,Hanban
3650,00115100,San Diego State University,San Diego,CA,43509,30900,Contract,MEXICO,"AMCO Intl. Educ. Services, LLC"
3651,00115100,San Diego State University,San Diego,CA,43549,10505476,Contract,GEORGIA,Government of Georgia
3652,00115100,San Diego State University,San Diego,CA,43609,3061964,Contract,KUWAIT,State of Kuwait (Los Angeles Office
3653,00115100,San Diego State University,San Diego,CA,43609,757587,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
3654,00115100,San Diego State University,San Diego,CA,43614,15000,Contract,MEXICO,"AMCO Intl. Educ. Services, LLC"
3655,00115100,San Diego State University,San Diego,CA,43643,69380,Contract,MEXICO,"AMCO Intl. Educ. Services, LLC"
3656,00115100,San Diego State University,San Diego,CA,43646,124940,Contract,MEXICO,"AMCO Intl. Educ. Services, LLC"
3657,00115100,San Diego State University,San Diego,CA,43748,40000,Contract,GEORGIA,Government of Georgia
3658,00115100,San Diego State University,San Diego,CA,43774,80685,Contract,MEXICO,"AMCO Intl. Educ. Services, LLC"
3659,00115100,San Diego State University,San Diego,CA,43796,2693000,Contract,GEORGIA,Millennium Challenge Acct - (GRDF)
3660,00115100,San Diego State University,San Diego,CA,43804,28335,Contract,MEXICO,"AMCO Intl. Educ. Services, LLC"
3661,00115100,San Diego State University,San Diego,CA,43818,21415,Contract,MEXICO,"AMCO Intl. Educ. Services, LLC"
3662,00115100,San Diego State University,San Diego,CA,43830,412350,Contract,GEORGIA,Government of Georgia
3663,00115100,San Diego State University,San Diego,CA,43830,289845,Contract,PALAU,Palau Community College
3664,00115100,San Diego State University,San Diego,CA,43830,552457,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
3665,00115100,San Diego State University,San Diego,CA,43830,4621188,Contract,KUWAIT,State of Kuwait -Los Angeles Office
3666,00115100,San Diego State University,San Diego,CA,43830,414375,Contract,GEORGIA,Cartu Foundation
3667,00115300,"California State University, Northridge",Northridge,CA,43646,2394857,Contract,KUWAIT,Kuwait Embassy
3668,00115300,"California State University, Northridge",Northridge,CA,43646,486729,Contract,OMAN,Oman Embassy
3669,00115300,"California State University, Northridge",Northridge,CA,43647,490114,Contract,OMAN,OMAN Embassy of the Sultanate
3670,00115300,"California State University, Northridge",Northridge,CA,43647,1995669,Contract,KUWAIT,Embassy of Kuwait Cultural Division
3671,00115300,"California State University, Northridge",Northridge,CA,43647,324740,Contract,SAUDI ARABIA,Saudi Arabia Cultural Mission
3672,00115400,San Francisco State University,San Francisco,CA,43628,292267,Contract,KUWAIT,Consulate General of the State of K
3673,00115400,San Francisco State University,San Francisco,CA,43641,345653,Contract,SAUDI ARABIA,Saudi Arabia Cultural Mission
3674,00115500,San Jose State University,San Jose,CA,43489,237370,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
3675,00115500,San Jose State University,San Jose,CA,43489,120000,Contract,KUWAIT,Kuwait Cultural Office
3676,00116400,Chapman University,Orange,CA,42005,997086,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
3677,00116400,Chapman University,Orange,CA,42370,2280160,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
3678,00116400,Chapman University,Orange,CA,42736,2249223,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
3679,00116400,Chapman University,Orange,CA,43101,2313288,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
3680,00116400,Chapman University,Orange,CA,43255,1300000,Contract,CHINA,Shaghai Normal University
3681,00116400,Chapman University,Orange,CA,43466,1816523,Contract,SAUDI ARABIA,Saudi Arabian Cultural Mission
3682,00116400,Chapman University,Orange,CA,43544,10000000,Monetary Gift,GERMANY,Anonymous
3683,00117000,Claremont McKenna College,Claremont,CA,43130,21,Monetary Gift,INDIA,
3684,00117000,Claremont McKenna College,Claremont,CA,43130,20,Monetary Gift,INDIA,
3685,00117000,Claremont McKenna College,Claremont,CA,43130,10,Monetary Gift,INDIA,
3686,00117000,Claremont McKenna College,Claremont,CA,43130,10,Monetary Gift,INDIA,
3687,00117000,Claremont McKenna College,Claremont,CA,43131,150,Monetary Gift,INDIA,
3688,00117000,Claremont McKenna College,Claremont,CA,43133,2000,Monetary Gift,ENGLAND,
3689,00117000,Claremont McKenna College,Claremont,CA,43139,10,Contract,ENGLAND,
3690,00117000,Claremont McKenna College,Claremont,CA,43139,10,Contract,ENGLAND,
3691,00117000,Claremont McKenna College,Claremont,CA,43143,25,Contract,ENGLAND,
3692,00117000,Claremont McKenna College,Claremont,CA,43143,35,Monetary Gift,ENGLAND,
3693,00117000,Claremont McKenna College,Claremont,CA,43159,50000,Contract,ENGLAND,
3694,00117000,Claremont McKenna College,Claremont,CA,43160,50,Contract,HONG KONG,
3695,00117000,Claremont McKenna College,Claremont,CA,43167,12500,Contract,HONG KONG,
3696,00117000,Claremont McKenna College,Claremont,CA,43190,750,Contract,HONG KONG,
3697,00117000,Claremont McKenna College,Claremont,CA,43190,250,Monetary Gift,HONG KONG,
3698,00117000,Claremont McKenna College,Claremont,CA,43194,1,Contract,INDIA,
3699,00117000,Claremont McKenna College,Claremont,CA,43194,150,Contract,ENGLAND,
3700,00117000,Claremont McKenna College,Claremont,CA,43194,20,Contract,ENGLAND,
3701,00117000,Claremont McKenna College,Claremont,CA,43194,5,Contract,INDIA,
3702,00117000,Claremont McKenna College,Claremont,CA,43194,5,Contract,INDIA,
3703,00117000,Claremont McKenna College,Claremont,CA,43194,1500,Contract,ENGLAND,
3704,00117000,Claremont McKenna College,Claremont,CA,43194,200,Contract,ENGLAND,
3705,00117000,Claremont McKenna College,Claremont,CA,43194,5,Monetary Gift,INDIA,
3706,00117000,Claremont McKenna College,Claremont,CA,43195,20,Monetary Gift,ENGLAND,
3707,00117000,Claremont McKenna College,Claremont,CA,43196,10,Monetary Gift,ENGLAND,
3708,00117000,Claremont McKenna College,Claremont,CA,43196,3,Monetary Gift,ENGLAND,
3709,00117000,Claremont McKenna College,Claremont,CA,43196,1,Monetary Gift,INDIA,
3710,00117000,Claremont McKenna College,Claremont,CA,43199,50,Monetary Gift,HONG KONG,
3711,00117000,Claremont McKenna College,Claremont,CA,43199,5,Monetary Gift,INDIA,
3712,00117000,Claremont McKenna College,Claremont,CA,43199,20,Monetary Gift,INDIA,
3713,00117000,Claremont McKenna College,Claremont,CA,43200,100,Monetary Gift,HONG KONG,
3714,00117000,Claremont McKenna College,Claremont,CA,43220,100,Monetary Gift,HONG KONG,
3715,00117000,Claremont McKenna College,Claremont,CA,43221,100,Contract,ENGLAND,
3716,00117000,Claremont McKenna College,Claremont,CA,43221,10,Contract,ENGLAND,
3717,00117000,Claremont McKenna College,Claremont,CA,43222,100,Contract,ENGLAND,
3718,00117000,Claremont McKenna College,Claremont,CA,43222,50,Contract,ENGLAND,
3719,00117000,Claremont McKenna College,Claremont,CA,43222,1500,Contract,ENGLAND,
3720,00117000,Claremont McKenna College,Claremont,CA,43222,25,Monetary Gift,ENGLAND,
3721,00117000,Claremont McKenna College,Claremont,CA,43222,25,Monetary Gift,ENGLAND,
3722,00117000,Claremont McKenna College,Claremont,CA,43223,150,Monetary Gift,ENGLAND,
3723,00117000,Claremont McKenna College,Claremont,CA,43224,10,Monetary Gift,HONG KONG,
3724,00117000,Claremont McKenna College,Claremont,CA,43234,100000,Contract,ENGLAND,
3725,00117000,Claremont McKenna College,Claremont,CA,43250,50000,Contract,HONG KONG,
3726,00117000,Claremont McKenna College,Claremont,CA,43250,50000,Contract,HONG KONG,
3727,00117000,Claremont McKenna College,Claremont,CA,43250,1,Monetary Gift,HONG KONG,
3728,00117000,Claremont McKenna College,Claremont,CA,43259,150,Monetary Gift,INDIA,
3729,00117000,Claremont McKenna College,Claremont,CA,43273,2000,Contract,ENGLAND,
3730,00117000,Claremont McKenna College,Claremont,CA,43276,1946,Monetary Gift,ENGLAND,
3731,00117000,Claremont McKenna College,Claremont,CA,43276,500,Monetary Gift,ENGLAND,
3732,00117000,Claremont McKenna College,Claremont,CA,43277,230000,Contract,HONG KONG,
3733,00117000,Claremont McKenna College,Claremont,CA,43277,50000,Contract,HONG KONG,
3734,00117000,Claremont McKenna College,Claremont,CA,43277,5000,Monetary Gift,HONG KONG,
3735,00117000,Claremont McKenna College,Claremont,CA,43278,37500,Monetary Gift,ENGLAND,
3736,00117000,Claremont McKenna College,Claremont,CA,43278,37500,Monetary Gift,ENGLAND,
3737,00117000,Claremont McKenna College,Claremont,CA,43278,100,Monetary Gift,HONG KONG,
3738,00117000,Claremont McKenna College,Claremont,CA,43279,50000,Contract,ENGLAND,
3739,00117000,Claremont McKenna College,Claremont,CA,43279,25000,Monetary Gift,ENGLAND,
3740,00117000,Claremont McKenna College,Claremont,CA,43280,2000,Monetary Gift,HONG KONG,
3741,00117000,Claremont McKenna College,Claremont,CA,43280,1000,Monetary Gift,HONG KONG,
3742,00117000,Claremont McKenna College,Claremont,CA,43281,10,Monetary Gift,ENGLAND,
3743,00117000,Claremont McKenna College,Claremont,CA,43293,5000,Monetary Gift,HONG KONG,
3744,00117000,Claremont McKenna College,Claremont,CA,43293,2000,Monetary Gift,HONG KONG,
3745,00117000,Claremont McKenna College,Claremont,CA,43313,500,Contract,HONG KONG,
3746,00117000,Claremont McKenna College,Claremont,CA,43329,250,Monetary Gift,HONG KONG,
3747,00117000,Claremont McKenna College,Claremont,CA,43329,750,Contract,HONG KONG,
3748,00117000,Claremont McKenna College,Claremont,CA,43348,150,Monetary Gift,ENGLAND,
3749,00117000,Claremont McKenna College,Claremont,CA,43349,3000000,Contract,INDIA,
3750,00117000,Claremont McKenna College,Claremont,CA,43390,400,Monetary Gift,HONG KONG,
3751,00117000,Claremont McKenna College,Claremont,CA,43392,195,Monetary Gift,ENGLAND,
3752,00117000,Claremont McKenna College,Claremont,CA,43392,195,Monetary Gift,INDIA,
3753,00117000,Claremont McKenna College,Claremont,CA,43392,195,Monetary Gift,HONG KONG,
3754,00117000,Claremont McKenna College,Claremont,CA,43395,50,Monetary Gift,ENGLAND,
3755,00117000,Claremont McKenna College,Claremont,CA,43395,19,Monetary Gift,ENGLAND,
3756,00117000,Claremont McKenna College,Claremont,CA,43395,19,Monetary Gift,ENGLAND,
3757,00117000,Claremont McKenna College,Claremont,CA,43395,195,Monetary Gift,HONG KONG,
3758,00117000,Claremont McKenna College,Claremont,CA,43395,195,Monetary Gift,ENGLAND,
3759,00117000,Claremont McKenna College,Claremont,CA,43395,100,Monetary Gift,HONG KONG,
3760,00117000,Claremont McKenna College,Claremont,CA,43395,19,Monetary Gift,INDIA,
3761,00117000,Claremont McKenna College,Claremont,CA,43399,50,Monetary Gift,ENGLAND,
3762,00117000,Claremont McKenna College,Claremont,CA,43399,500,Monetary Gift,HONG KONG,
3763,00117000,Claremont McKenna College,Claremont,CA,43399,14285,Contract,ENGLAND,
3764,00117000,Claremont McKenna College,Claremont,CA,43399,9460,Contract,ENGLAND,
3765,00117000,Claremont McKenna College,Claremont,CA,43399,100,Monetary Gift,HONG KONG,
3766,00117000,Claremont McKenna College,Claremont,CA,43399,33,Monetary Gift,ENGLAND,
3767,00117000,Claremont McKenna College,Claremont,CA,43410,50,Contract,ENGLAND,
3768,00117000,Claremont McKenna College,Claremont,CA,43416,1000,Monetary Gift,HONG KONG,
3769,00117000,Claremont McKenna College,Claremont,CA,43416,1000,Contract,HONG KONG,
3770,00117000,Claremont McKenna College,Claremont,CA,43420,30,Contract,HONG KONG,
